Reporter Name,Partner Name,Year,Trade Flow,Product Group,Export (US$ Thousand),Import (US$ Thousand),Export Product Share (%),Import Product Share (%),Revealed comparative advantage,World Growth (%),Country Growth (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
United Kingdom,Greenland,2015,EXPIMP,Food Products,24.04,1560.28,1.43,38.63,1.48,-8.09,2.03,0,0,19,0,100,0,0,0,0,0,0,264.07,20,20,19,100,0,0,0,20,20,0,264.07,0
United Kingdom,Guatemala,2015,EXPIMP,Food Products,6262.67,48271.59,12.04,39.74,1.98,1.3,-0.62,20.55,10.86,115,0,83.48,11.3,5.22,115.41,0,9224,12997.18,10654.01,28.82,17.85,115,39.13,15.65,18.26,26.96,115.41,0,9227.84,23651.2,0
United Kingdom,Guyana,2015,EXPIMP,Food Products,2723.06,69429.22,7.46,81.13,0.54,0.81,-20.43,0,0,15,0,100,0,0,0,0,0,0,84628.68,33.23,94.53,15,0,13.33,26.67,60,115.41,0,3005.57,84628.68,0
United Kingdom,"Hong Kong, China",2015,EXPIMP,Food Products,368769.05,29770.68,3.64,1.02,2.33,2.02,-2.23,20.88,8.42,702,33.05,7.69,11.54,47.72,151.71,0,2821.82,29776.72,3125.54,20.88,8.42,702,33.05,7.69,11.54,47.72,151.71,0,2821.82,29776.72,3125.54
United Kingdom,Honduras,2015,EXPIMP,Food Products,987.11,20580.59,5.31,16.68,1.21,2.17,8.02,0.09,0,153,0,98.04,0,1.96,6.73,0,0,205.96,20883.96,16.18,14.33,153,90.85,1.96,0,7.19,29.28,0,0,21089.92,0
United Kingdom,Croatia,2015,EXPIMP,Food Products,20021.39,8772.79,9.48,6.06,1.57,-4.01,-2.13,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Hungary,2015,EXPIMP,Food Products,55880.19,157647.02,2.86,4.08,1.58,-5.03,2.04,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Indonesia,2015,EXPIMP,Food Products,13288.04,108896.8,1.88,5.94,0.66,-7.29,6.86,17.41,13.57,541,50.46,1.29,13.49,34.75,82.92,0,20639.31,104417.63,36189.18,17.41,13.57,541,50.46,1.29,13.49,34.75,82.92,0,20639.31,104417.63,36189.18
United Kingdom,India,2015,EXPIMP,Food Products,147271.53,160056.24,2.46,1.72,7.76,0.03,-1.72,19.44,13.64,1205,44.48,5.39,8.38,41.74,149.16,0,32639.78,168193.09,4839.42,19.44,13.64,1205,44.48,5.39,8.38,41.74,149.16,0,32639.78,168193.09,4839.42
United Kingdom,Ireland,2015,EXPIMP,Food Products,2904341.88,3196582.71,11.39,16.67,1.92,-4.91,-4.25,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,"Iran, Islamic Rep.",2015,EXPIMP,Food Products,2504.59,1385.38,1.74,3.35,2.2,-17.2,-48.99,18.99,17.45,451,54.99,2,6.65,36.36,77.53,0,213.18,1068.34,27.03,18.99,17.45,451,54.99,2,6.65,36.36,77.53,0,213.18,1068.34,27.03
United Kingdom,Iceland,2015,EXPIMP,Food Products,38418.36,52811.49,11.39,8.79,2.41,-0.82,4.14,5.74,0.2,275,13.09,41.09,5.45,40.36,60.46,0,59.13,503.22,50897.23,10.89,17.95,275,24.73,7.27,8.73,59.27,60.46,0,59.13,46095.05,5305.4
United Kingdom,Israel,2015,EXPIMP,Food Products,73540.48,29369.62,4.63,1.94,3.48,-3.18,-7.85,3.87,4.04,992,5.14,63.1,4.03,27.72,77.53,0,4969.01,9745.38,22497.13,18.81,21.96,992,36.59,4.44,10.28,48.69,149.16,0,15498.68,32047.29,195.22
United Kingdom,Italy,2015,EXPIMP,Food Products,385819.81,2637621.67,3,10.53,0.94,-6.73,0.39,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Jamaica,2015,EXPIMP,Food Products,13629.56,66713.89,18.84,82.4,1.35,-2.86,21.99,0.19,0,560,0,76.07,0.36,23.57,26.5,0,49.56,49.56,68387.18,16.6,69.19,560,23.21,6.61,15.54,54.64,115.41,0,9116.7,66546.05,1890.69
United Kingdom,Jordan,2015,EXPIMP,Food Products,26286.58,2092.55,6.47,2.92,1.67,-1.69,9.25,0,0,242,0,98.76,1.24,0,0,0,370.02,370.02,266.6,11.51,16.13,242,39.67,7.02,14.46,38.84,36.47,0,387.6,603.91,32.72
United Kingdom,Japan,2015,EXPIMP,Food Products,200565.85,29987.71,3.04,0.29,1.07,-4.86,3.38,14.49,8.17,937,40.23,4.48,9.71,45.57,149.16,0,7341.4,29629.64,7866.67,14.49,8.17,937,40.23,4.48,9.71,45.57,149.16,0,7341.4,29629.64,7866.67
United Kingdom,Kazakhstan,2015,EXPIMP,Food Products,3807.38,1963.97,0.74,0.28,0.62,-11.65,-18.26,0,0,5,0,100,0,0,0,0,0,0,1999.67,0,0,5,0,100,0,0,0,0,0,0,1999.67
United Kingdom,Kenya,2015,EXPIMP,Food Products,20633.83,8574.78,3.73,2.12,1.75,,,0,0,235,0,100,0,0,0,0,0,0,8069.56,13.77,20.44,235,67.66,2.98,11.91,17.45,50.58,0,1224.81,7605.05,464.51
United Kingdom,Cambodia,2015,EXPIMP,Food Products,754.81,366.72,2.99,0.03,1.91,5.64,57.38,0,0,6,0,100,0,0,0,0,0,0,98.14,9.44,12.04,6,0,50,0,50,22.04,0,0,62.6,35.55
United Kingdom,"Korea, Rep.",2015,EXPIMP,Food Products,247395.63,26673.97,3.45,0.42,2.29,-2.79,-0.55,0.42,0.13,467,10.71,87.37,1.07,0.86,11.22,0,270.1,3409.01,22153.57,15.69,16.01,467,58.89,8.99,13.7,18.42,114.83,0,2847.04,25055.43,507.15
United Kingdom,Kuwait,2015,EXPIMP,Food Products,43382.32,65.26,4.9,0.01,0.92,2.61,3.21,10.32,9.71,23,26.09,0,60.87,13.04,12.8,3.8,2.25,56.99,0,10.32,9.71,23,26.09,0,60.87,13.04,12.8,3.8,2.25,56.99,0
United Kingdom,Lao PDR,2015,EXPIMP,Food Products,142.72,1584.21,1.46,3.13,,,,0,0,7,0,100,0,0,0,0,0,0,16171.97,39.17,96.53,7,0,42.86,0,57.14,115.41,0,0,16105.69,66.29
United Kingdom,Lebanon,2015,EXPIMP,Food Products,80681,10309.59,13.75,25.55,1.63,-1.89,3.4,3.59,2.11,909,0.88,67.99,3.41,27.72,77.53,0,4485.49,5062.22,5454.4,16.53,10.6,909,38.17,5.61,9.02,47.19,149.16,0,6207.36,10146.35,370.27
United Kingdom,St. Lucia,2015,EXPIMP,Food Products,2206.86,543.55,9.92,6.45,0.95,1.13,-6.26,0,0,21,0,100,0,0,0,0,0,0,622.8,7.55,3.66,21,33.33,19.05,19.05,28.57,26.71,0,300.1,622.8,0
United Kingdom,Sri Lanka,2015,EXPIMP,Food Products,12114.11,10628.35,3.27,0.98,1.87,6.14,6.41,16.76,9.88,497,48.29,3.22,10.06,38.43,115.41,0,3298.85,7031.27,306.58,19.7,12.83,497,48.69,2.62,10.26,38.43,115.41,0,3298.85,7031.27,306.58
United Kingdom,Lithuania,2015,EXPIMP,Food Products,20496.08,98118.12,4.97,8.26,0.85,-9.62,-6.92,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Luxembourg,2015,EXPIMP,Food Products,9334.97,16393.84,2.79,2.21,2.24,-10.42,1.59,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Latvia,2015,EXPIMP,Food Products,98033.74,20552.87,29.76,2.79,2.93,-10.8,2.88,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Morocco,2015,EXPIMP,Food Products,22926.79,31818.3,3.13,3.6,0.75,-9.92,-15.99,0,0,483,0,100,0,0,0,0,0,0,36764.61,16.48,13.62,483,39.13,0.83,7.25,52.8,36.47,0,116.77,36728.59,36.02
United Kingdom,Moldova,2015,EXPIMP,Food Products,341.56,1019.85,0.61,1.5,0.95,-10.47,-13.94,1.3,1.91,284,0,52.82,0.7,46.48,26.5,0,332.54,332.54,96.83,6.53,4.01,284,0,1.41,15.14,83.45,40.57,0,384.36,395.15,34.21
United Kingdom,Madagascar,2015,EXPIMP,Food Products,1564.95,4922.28,9.53,8.02,1.09,-11.96,22.79,0,0,47,0,100,0,0,0,0,0,0,7842.87,42.81,81.53,47,44.68,2.13,48.94,4.26,115.41,0,673.57,7812.49,30.39
United Kingdom,Maldives,2015,EXPIMP,Food Products,1277.92,2725.97,4.88,19.51,0.83,-1.21,5.45,0,0,21,0,100,0,0,0,0,0,0,1058.9,24.05,24.05,21,100,0,0,0,25,24,0,1058.9,0
United Kingdom,Mexico,2015,EXPIMP,Food Products,228570.26,111306.6,11.71,5.19,4.4,-0.63,-1.54,7.41,2.31,662,8.01,52.11,9.21,30.66,82.92,0,18075.87,48692.37,75703.52,15.35,4.35,662,35.8,6.04,10.57,47.58,149.16,0,18075.87,60651.87,63744.02
United Kingdom,North Macedonia,2015,EXPIMP,Food Products,1208.24,1161.07,0.15,2.59,0.13,-5.15,0.27,0.43,0.75,345,0,55.36,2.9,41.74,8.77,0,199.4,199.4,955.52,13.97,11.04,345,20,0.87,11.59,67.54,36.47,0,510.33,1154.92,0
United Kingdom,Malta,2015,EXPIMP,Food Products,58780.12,4176.26,10.22,1.5,2.08,-7.74,-7.73,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Myanmar,2015,EXPIMP,Food Products,2137.57,1206.04,8.17,0.77,1.42,31.93,96.16,0,0,58,0,100,0,0,0,0,0,0,843.99,14.1,19.97,58,39.66,18.97,32.76,8.62,30.57,0,49.74,842.05,1.94
United Kingdom,Montenegro,2015,EXPIMP,Food Products,586.02,41.91,3.81,0.91,0.28,-6.23,18.08,4.33,4.33,154,0,0,6.49,93.51,8.77,3.59,43.26,43.26,0,4.33,4.33,154,0,0,6.49,93.51,8.77,3.59,43.26,43.26,0
United Kingdom,Mozambique,2015,EXPIMP,Food Products,2847.36,8863.89,5.86,8.59,0.66,-4.53,-19.43,0,0,19,0,100,0,0,0,0,0,0,34180.32,36.78,70.6,19,0,0,0,100,115.41,2.24,0,34180.32,0
United Kingdom,Mauritius,2015,EXPIMP,Food Products,12293.03,136169.8,14.12,42.85,2.44,-5.82,0.13,0,0,168,0,100,0,0,0,0,0,0,162108.66,20.53,45.65,168,55.36,6.55,20.83,17.26,115.41,0,370.23,161338.96,769.7
United Kingdom,Malawi,2015,EXPIMP,Food Products,174.25,15232.88,1,43.1,0.03,-4.22,-22.1,0.11,0.01,51,0,98.04,0,1.96,11.2,0,0,301.95,24009.4,35.49,62.89,51,29.41,0,0,70.59,115.41,2.24,0,24311.35,0
United Kingdom,Malaysia,2015,EXPIMP,Food Products,78263.88,67349.37,3.8,2.55,2.37,-6.42,-0.25,18.11,3.59,525,63.05,2.67,14.29,20,149.16,0,7310.92,28864.45,52599.84,18.11,3.59,525,63.05,2.67,14.29,20,149.16,0,7310.92,28864.45,52599.84
United Kingdom,Namibia,2015,EXPIMP,Food Products,1359.92,96.92,2.33,0.17,0.72,-1.97,41.69,0,0,3,0,100,0,0,0,0,0,0,179.63,0,0,3,0,100,0,0,0,0,0,0,179.63
United Kingdom,Nigeria,2015,EXPIMP,Food Products,103226.09,13453.6,6.37,0.62,1.2,-17.17,-14.07,13.97,6.44,208,50.96,11.06,5.77,32.21,45.59,0,63.04,28849.38,6233.27,13.97,6.44,208,50.96,11.06,5.77,32.21,45.59,0,63.04,28849.38,6233.27
United Kingdom,Nicaragua,2015,EXPIMP,Food Products,285.48,5759.86,2.08,10.29,0.57,4.27,-0.69,0,0,9,0,77.78,22.22,0,0,0,196.56,196.56,6858.72,7.06,2.83,9,11.11,33.33,44.44,11.11,26,0,196.56,7053.64,1.64
United Kingdom,Netherlands,2015,EXPIMP,Food Products,1108353.98,3751879.46,4.19,7.89,0.99,-4.72,-4.86,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Norway,2015,EXPIMP,Food Products,166484.64,38815.38,3.44,0.21,0.85,-7.83,-7.82,12.17,8.78,421,18.29,17.1,16.86,47.74,149.16,0,5601.26,21735.85,27379.62,16.36,10.03,421,25.65,7.36,19.24,47.74,149.16,0,5622.34,21863.99,27251.49
United Kingdom,Nepal,2015,EXPIMP,Food Products,1130.76,294.89,7.23,1.08,8.14,-2.86,-6.85,0,0,76,0,100,0,0,0,0,0,0,426.93,16.03,18.85,76,51.32,3.95,19.74,25,29.89,0,3.39,426.93,0
United Kingdom,New Zealand,2015,EXPIMP,Food Products,44372.79,323587.65,5.14,24.83,0.95,-6.09,-2.03,15.33,7.69,719,28.65,7.23,13.21,50.9,149.16,0,324627.32,337889.34,1121.61,15.33,7.69,719,28.65,7.23,13.21,50.9,149.16,0,324627.32,337889.34,1121.61
United Kingdom,"Other Asia, nes",2015,EXPIMP,Food Products,306094.96,15703.02,17.26,0.32,11.15,-1.28,-3.9,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,Oman,2015,EXPIMP,Food Products,22932.96,109.22,3.26,0.13,1.04,2.79,16.17,51.61,45.73,8,12.5,0,62.5,25,74.9,26.73,19.88,30.97,0,51.61,45.73,8,12.5,0,62.5,25,74.9,26.73,19.88,30.97,0
United Kingdom,Pakistan,2015,EXPIMP,Food Products,17703.07,15910.04,2.25,0.95,0.87,-4.99,-2.78,11.33,4.98,725,0.14,58.62,7.45,33.79,149.16,0,5860.29,12808.91,3211.27,22.1,12.4,725,54.62,1.24,7.59,36.55,149.16,0,5860.29,16020.18,0
United Kingdom,Panama,2015,EXPIMP,Food Products,69424.44,2206.55,26.34,7.93,5.39,-0.76,-10.69,0,0,7,0,42.86,57.14,0,0,0,586.34,586.34,1971.44,0,0,7,0,42.86,57.14,0,0,0,586.34,586.34,1971.44
United Kingdom,Peru,2015,EXPIMP,Food Products,51216.89,34013.31,18.15,8.78,3.32,0.45,13.63,3.94,2.06,473,0,68.5,2.54,28.96,77.53,0,200.5,5984.51,31838.91,14.67,7.19,473,41.65,7.61,7.61,43.13,77.53,0,277.34,17533.31,20290.11
United Kingdom,Philippines,2015,EXPIMP,Food Products,21282.6,77747.91,3.54,12.38,0.98,-1.15,13.67,5,1.81,717,0,63.46,10.6,25.94,61.55,0,6615.75,32148.02,40552.25,16.39,20.91,717,57.04,1.53,10.74,30.68,61.55,0,6615.75,72686.94,13.34
United Kingdom,Papua New Guinea,2015,EXPIMP,Food Products,648.92,12053.5,2.78,7.69,,,,0,0,24,0,100,0,0,0,0,0,0,23022.02,14.77,24.02,24,100,0,0,0,25,5.5,0,23022.02,0
